CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Gene Strand	Gene Annotation
CGC78	CAZyme	k141_116271	k141_116271_1	1	792	+	CAZyme|GH28_e113
CGC78	TC	k141_116271	k141_116271_2	868	1122	+	TC|3.A.1.1.11
CGC79	CAZyme	k141_116356	k141_116356_1	1	492	+	CAZyme|GH133_e2
CGC79	CAZyme	k141_116356	k141_116356_2	494	949	+	CAZyme|CBM34_e0
CGC79	TC	k141_116356	k141_116356_3	1007	2248	+	TC|8.A.9.1.3+CAZyme|GH13_20
CGC79	CAZyme	k141_116356	k141_116356_4	2324	2791	+	CAZyme|GH13_31+TC|8.A.9.1.1
CGC80	CAZyme	k141_116371	k141_116371_1	1	930	-	CAZyme|GH95_e3
CGC80	TC	k141_116371	k141_116371_2	960	1814	-	TC|3.A.1.1.18
CGC80	TC	k141_116371	k141_116371_3	1816	2736	-	TC|3.A.1.1.20
CGC81	TC	k141_116385	k141_116385_1	183	1250	-	TC|9.B.18.2.4
CGC81	null	k141_116385	k141_116385_2	1271	2164	-	null
CGC81	null	k141_116385	k141_116385_3	2177	3061	-	null
CGC81	CAZyme	k141_116385	k141_116385_4	3082	3846	-	CAZyme|GT2
CGC81	null	k141_116385	k141_116385_5	4021	4737	+	null
CGC81	TC	k141_116385	k141_116385_6	5303	5686	-	TC|9.A.32.2.5
CGC82	TC	k141_116674	k141_116674_1	2	1027	+	TC|3.A.11.1.5
CGC82	CAZyme	k141_116674	k141_116674_2	1085	2815	+	CAZyme|GH2_e128
CGC83	TC	k141_116906	k141_116906_3	2117	3331	-	TC|4.C.1.1.18
CGC83	TC	k141_116906	k141_116906_4	3499	3735	-	TC|3.D.1.6.3
CGC83	CAZyme	k141_116906	k141_116906_5	3884	4855	-	CAZyme|GT2+TC|4.D.1.1.14
CGC83	TC	k141_116906	k141_116906_6	4937	7498	-	TC|1.A.23.1.1
CGC84	TC	k141_116992	k141_116992_1	285	914	+	TC|8.A.145.1.5
CGC84	null	k141_116992	k141_116992_2	978	1382	-	null
CGC84	CAZyme	k141_116992	k141_116992_3	1636	2229	+	CAZyme|CBM13_e97
CGC85	TC	k141_11710	k141_11710_12	10437	12653	+	TC|9.B.304.1.12+STP|HATPase_c
CGC85	TF	k141_11710	k141_11710_13	12650	13459	+	TF|0035607+TC|9.B.238.3.1+STP|HTH_18+STP|Response_reg+TF|HTH_AraC
CGC85	STP	k141_11710	k141_11710_14	13456	14460	+	STP|DctP
CGC85	CAZyme	k141_11710	k141_11710_15	14752	17454	+	CAZyme|GH28_e34
CGC85	STP	k141_11710	k141_11710_16	17756	18847	+	STP|DctP
CGC85	null	k141_11710	k141_11710_17	18947	19468	+	null
CGC85	TC	k141_11710	k141_11710_18	19470	20810	+	TC|2.A.56.1.5
CGC85	null	k141_11710	k141_11710_19	21047	21247	+	null
CGC85	TC	k141_11710	k141_11710_20	21405	22379	+	TC|3.A.1.132.3
CGC85	TC	k141_11710	k141_11710_21	22383	23255	+	TC|3.A.1.132.1
CGC85	null	k141_11710	k141_11710_22	23271	24704	+	null
CGC85	null	k141_11710	k141_11710_23	24715	25704	+	null
CGC85	TC	k141_11710	k141_11710_24	25999	27045	+	TC|3.A.1.11.8
CGC85	TC	k141_11710	k141_11710_25	27053	27868	+	TC|3.A.1.11.8
CGC85	TC	k141_11710	k141_11710_26	27868	28713	+	TC|3.A.1.11.2
CGC85	TC	k141_11710	k141_11710_27	28713	29207	+	TC|3.A.1.11.1
CGC86	CAZyme	k141_117454	k141_117454_30	26901	27974	-	CAZyme|GT28_e30
CGC86	null	k141_117454	k141_117454_31	28198	28533	+	null
CGC86	null	k141_117454	k141_117454_32	28695	29936	+	null
CGC86	TC	k141_117454	k141_117454_33	30137	31063	+	TC|8.A.21.2.10
CGC87	CAZyme	k141_117509	k141_117509_2	721	2487	-	CAZyme|CBM34_e13|GH13_20
CGC87	TC	k141_117509	k141_117509_3	2495	3340	-	TC|3.A.1.1.6
CGC87	TC	k141_117509	k141_117509_4	3333	4259	-	TC|3.A.1.1.22
CGC87	TC	k141_117509	k141_117509_5	4281	5543	-	TC|3.A.1.1.16
CGC88	TC	k141_117713	k141_117713_4	3127	4011	+	TC|3.A.1.1.57
CGC88	TC	k141_117713	k141_117713_5	4029	4841	+	TC|3.A.1.1.52
CGC88	CAZyme	k141_117713	k141_117713_6	4857	6533	+	CAZyme|GH123_2
CGC89	TC	k141_117713	k141_117713_19	18087	19925	+	TC|3.A.29.1.7
CGC89	CAZyme	k141_117713	k141_117713_20	19926	21977	+	CAZyme|CBM34_e11|GH13_39+TC|8.A.9.1.3
CGC90	TC	k141_117738	k141_117738_3	719	3088	-	TC|3.A.3.6.10+STP|HMA
CGC90	TF	k141_117738	k141_117738_4	3115	3480	-	TF|0043095
CGC90	null	k141_117738	k141_117738_5	3700	3996	-	null
CGC90	TC	k141_117738	k141_117738_6	4132	5025	-	TC|3.A.7.14.2+CAZyme|GH73_e5
CGC90	TC	k141_117738	k141_117738_7	5219	6397	-	TC|2.A.1.46.4
CGC90	TC	k141_117738	k141_117738_8	6689	7279	-	TC|3.A.26.1.1
CGC91	TC	k141_117804	k141_117804_1	1	462	-	TC|2.A.115.1.5
CGC91	CAZyme	k141_117804	k141_117804_2	488	1666	-	CAZyme|GT119+TC|2.A.103.1.4
CGC92	CAZyme	k141_118257	k141_118257_2	671	1771	+	CAZyme|GT4_e2810
CGC92	null	k141_118257	k141_118257_3	1768	2847	+	null
CGC92	null	k141_118257	k141_118257_4	2857	4074	+	null
CGC92	CAZyme	k141_118257	k141_118257_5	4098	5138	+	CAZyme|GT2
CGC92	null	k141_118257	k141_118257_6	5163	6110	+	null
CGC92	null	k141_118257	k141_118257_7	6151	7320	+	null
CGC92	TC	k141_118257	k141_118257_8	7310	8833	+	TC|2.A.66.1.40
CGC93	TC	k141_118268	k141_118268_2	2108	3040	+	TC|3.A.1.1.10
CGC93	TC	k141_118268	k141_118268_3	3096	4016	+	TC|3.A.1.1.29
CGC93	null	k141_118268	k141_118268_4	4119	5570	+	null
CGC93	CAZyme	k141_118268	k141_118268_5	5582	6625	+	CAZyme|GH20_e117
CGC93	TC	k141_118268	k141_118268_6	6606	8165	+	TC|8.A.9.1.2+CAZyme|GH13_31
CGC94	TC	k141_118275	k141_118275_42	48804	49148	+	TC|2.A.7.33.5
CGC94	CAZyme	k141_118275	k141_118275_43	49177	50130	+	CAZyme|GT2
CGC94	STP	k141_118275	k141_118275_44	50123	51253	+	STP|Aminotran_1_2
CGC94	null	k141_118275	k141_118275_45	51370	51924	+	null
CGC94	TC	k141_118275	k141_118275_46	51937	52752	+	TC|3.A.1.104.1
CGC94	TC	k141_118275	k141_118275_47	52833	54104	+	TC|3.A.1.103.11
CGC94	null	k141_118275	k141_118275_48	54107	56317	+	null
CGC94	TC	k141_118275	k141_118275_49	56284	58893	+	TC|4.D.1.3.4+CAZyme|GT2|GT2
CGC94	CAZyme	k141_118275	k141_118275_50	58886	60463	+	CAZyme|GT2
CGC95	TC	k141_118450	k141_118450_3	1932	2606	-	TC|9.B.18.1.2
CGC95	null	k141_118450	k141_118450_4	2623	3906	-	null
CGC95	TC	k141_118450	k141_118450_5	3956	5986	-	TC|9.B.18.2.2
CGC95	null	k141_118450	k141_118450_6	5983	7743	-	null
CGC95	null	k141_118450	k141_118450_7	7765	10419	-	null
CGC95	CAZyme	k141_118450	k141_118450_8	10421	11338	-	CAZyme|GT2
CGC96	TC	k141_118793	k141_118793_13	10767	11249	+	TC|4.A.1.1.21
CGC96	TC	k141_118793	k141_118793_14	11330	12802	+	TC|4.A.1.1.7
CGC96	CAZyme	k141_118793	k141_118793_15	12917	14080	+	CAZyme|CE9_e11
CGC96	STP	k141_118793	k141_118793_16	14283	16175	+	STP|HTH_11+TF|HTH_11+TF|Mga+STP|Mga
CGC96	null	k141_118793	k141_118793_17	16185	16727	+	null
CGC96	TC	k141_118793	k141_118793_18	16741	17046	+	TC|4.A.3.2.11
CGC96	null	k141_118793	k141_118793_19	17050	17562	+	null
CGC96	TC	k141_118793	k141_118793_20	17635	17988	+	TC|4.A.3.2.7
CGC96	TC	k141_118793	k141_118793_21	17992	19344	+	TC|4.A.3.2.8
CGC97	CAZyme	k141_118916	k141_118916_2	194	1552	-	CAZyme|GH4_e4
CGC97	TC	k141_118916	k141_118916_3	1620	3179	-	TC|4.A.1.1.14
CGC98	TC	k141_118961	k141_118961_1	1	1377	+	TC|2.A.2.1.1
CGC98	STP	k141_118961	k141_118961_2	1478	2383	-	STP|HTH_18+STP|AraC_binding+TF|HTH_AraC
CGC98	CAZyme	k141_118961	k141_118961_3	2484	4673	+	CAZyme|GH36_e0
CGC99	TC	k141_119162	k141_119162_1	323	781	+	TC|9.B.124.1.4
CGC99	CAZyme	k141_119162	k141_119162_2	1108	4326	+	CAZyme|GH70_e0
CGC100	TC	k141_119331	k141_119331_12	14275	14760	+	TC|4.A.1.1.11
CGC100	TC	k141_119331	k141_119331_13	14858	16462	+	TC|4.A.1.2.14
CGC100	CAZyme	k141_119331	k141_119331_14	16530	18839	+	CAZyme|GH65_e15
CGC101	TC	k141_119331	k141_119331_35	37832	38485	-	TC|1.C.113.1.1
CGC101	null	k141_119331	k141_119331_36	38657	39523	+	null
CGC101	null	k141_119331	k141_119331_37	39516	40376	+	null
CGC101	CAZyme	k141_119331	k141_119331_38	40373	41584	+	CAZyme|GH3_e70
CGC102	TC	k141_119388	k141_119388_12	8878	10311	-	TC|2.A.66.1.37
CGC102	CAZyme	k141_119388	k141_119388_13	10695	11795	+	CAZyme|CE1_e22
CGC103	TC	k141_120094	k141_120094_1	2	517	-	TC|8.A.5.1.6
CGC103	CAZyme	k141_120094	k141_120094_2	533	2002	-	CAZyme|GH1_e85+TC|8.A.49.1.2
CGC104	CAZyme	k141_12029	k141_12029_3	1079	3286	-	CAZyme|GH9_e25
CGC104	null	k141_12029	k141_12029_4	3343	4575	+	null
CGC104	CAZyme	k141_12029	k141_12029_5	4605	5273	+	CAZyme|GT2
CGC104	null	k141_12029	k141_12029_6	5282	5638	+	null
CGC104	TC	k141_12029	k141_12029_7	5631	6053	+	TC|4.A.6.1.19
CGC104	STP	k141_12029	k141_12029_8	6053	8017	+	STP|HTH_11+TF|HTH_11+TF|Mga+STP|Mga
CGC104	TC	k141_12029	k141_12029_9	8145	8639	+	TC|4.A.6.1.19
CGC104	TC	k141_12029	k141_12029_10	8691	9494	+	TC|4.A.6.1.19
CGC104	TC	k141_12029	k141_12029_11	9494	10312	+	TC|4.A.6.1.19
CGC105	TC	k141_120473	k141_120473_4	2004	2636	+	TC|9.B.149.1.11
CGC105	null	k141_120473	k141_120473_5	2884	3117	+	null
CGC105	CAZyme	k141_120473	k141_120473_6	3335	4483	+	CAZyme|GH3_e191
CGC106	CAZyme	k141_120587	k141_120587_1	25	1821	-	CAZyme|GH2_e29
CGC106	TC	k141_120587	k141_120587_2	1894	2658	-	TC|3.A.1.1.57
CGC107	TC	k141_121308	k141_121308_2	478	1509	-	TC|1.A.112.2.5
CGC107	CAZyme	k141_121308	k141_121308_3	1910	4447	-	CAZyme|GH31_4
CGC108	TC	k141_121377	k141_121377_1	3	563	-	TC|1.A.115.1.2
CGC108	CAZyme	k141_121377	k141_121377_2	670	1320	-	CAZyme|GH36_e31
CGC109	CAZyme	k141_121397	k141_121397_62	75547	77943	-	CAZyme|GT2|GT4_e1469
CGC109	TC	k141_121397	k141_121397_63	78083	78691	-	TC|2.A.115.2.14
CGC110	TC	k141_121397	k141_121397_121	141798	142169	+	TC|9.B.143.3.6
CGC110	null	k141_121397	k141_121397_122	142210	142536	-	null
CGC110	null	k141_121397	k141_121397_123	142555	143637	-	null
CGC110	TC	k141_121397	k141_121397_124	143651	145078	-	TC|2.A.50.2.3
CGC110	null	k141_121397	k141_121397_125	145106	145495	-	null
CGC110	CAZyme	k141_121397	k141_121397_126	145492	146196	-	CAZyme|GT2+TC|4.D.1.1.13
CGC110	CAZyme	k141_121397	k141_121397_127	146210	147430	-	CAZyme|GT4_e2729
CGC110	null	k141_121397	k141_121397_128	147447	148589	-	null
CGC110	null	k141_121397	k141_121397_129	148592	149809	-	null
CGC110	TC	k141_121397	k141_121397_130	149827	150876	-	TC|9.B.18.2.2
CGC111	CAZyme	k141_121672	k141_121672_2	1221	2444	+	CAZyme|GT4_e2202
CGC111	CAZyme	k141_121672	k141_121672_3	2469	3188	+	CAZyme|GT2+TC|9.B.27.2.12
CGC111	null	k141_121672	k141_121672_4	3185	3556	+	null
CGC111	TC	k141_121672	k141_121672_5	3553	5088	+	TC|2.A.50.2.3
CGC112	TC	k141_121676	k141_121676_30	31181	32209	+	TC|9.B.325.1.8
CGC112	CAZyme	k141_121676	k141_121676_31	32230	33885	-	CAZyme|GH13_31+TC|8.A.9.1.1
CGC112	null	k141_121676	k141_121676_32	34006	34434	+	null
CGC112	STP	k141_121676	k141_121676_33	34477	35451	-	STP|Pribosyltran
CGC112	TC	k141_121676	k141_121676_34	35636	36784	+	TC|2.A.1.2.15
CGC112	TC	k141_121676	k141_121676_35	36828	38003	-	TC|2.A.37.3.3
CGC113	TC	k141_121770	k141_121770_1	2	1267	+	TC|3.A.1.1.4
CGC113	TC	k141_121770	k141_121770_2	1389	2285	+	TC|3.A.1.1.4
CGC113	TC	k141_121770	k141_121770_3	2278	3087	+	TC|3.A.1.1.4
CGC113	null	k141_121770	k141_121770_4	3104	3553	+	null
CGC113	CAZyme	k141_121770	k141_121770_5	3513	4253	+	CAZyme|GH136_e6
CGC114	CAZyme	k141_121778	k141_121778_2	340	1866	-	CAZyme|GH32_e76
CGC114	TC	k141_121778	k141_121778_3	1875	2816	-	TC|4.A.1.2.16
CGC115	TC	k141_122557	k141_122557_1	2	556	+	TC|3.A.1.1.53
CGC115	CAZyme	k141_122557	k141_122557_2	639	1421	+	CAZyme|GH36_e0
CGC116	TC	k141_122600	k141_122600_18	21519	22220	+	TC|3.A.1.122.2
CGC116	TC	k141_122600	k141_122600_19	22220	23548	+	TC|3.A.1.122.2
CGC116	STP	k141_122600	k141_122600_20	23705	25606	+	STP|EAL
CGC116	CAZyme	k141_122600	k141_122600_21	26215	28215	-	CAZyme|GH42_e0
CGC116	TF	k141_122600	k141_122600_22	28499	29506	+	TF|LacI+STP|Peripla_BP_3
CGC116	null	k141_122600	k141_122600_23	29910	31205	+	null
CGC116	TC	k141_122600	k141_122600_24	31397	32860	+	TC|3.A.1.1.27
CGC116	TC	k141_122600	k141_122600_25	32857	33708	+	TC|3.A.1.1.27
CGC117	TC	k141_1230	k141_1230_1	3	548	+	TC|9.B.18.2.4
CGC117	null	k141_1230	k141_1230_2	594	2075	+	null
CGC117	CAZyme	k141_1230	k141_1230_3	2032	2847	+	CAZyme|GT2
CGC118	TC	k141_123252	k141_123252_10	8237	9574	-	TC|2.A.40.7.6
CGC118	null	k141_123252	k141_123252_11	9744	10409	+	null
CGC118	null	k141_123252	k141_123252_12	10489	11208	-	null
CGC118	CAZyme	k141_123252	k141_123252_13	11258	12424	-	CAZyme|CE1_e22
CGC118	TC	k141_123252	k141_123252_14	12463	13824	-	TC|1.B.3.1.3
CGC118	TC	k141_123252	k141_123252_15	13835	14098	-	TC|1.B.3.1.3
CGC118	null	k141_123252	k141_123252_16	14576	15301	-	null
CGC118	TC	k141_123252	k141_123252_17	15352	16125	-	TC|3.A.1.7.1
CGC118	TC	k141_123252	k141_123252_18	16173	17063	-	TC|3.A.1.7.1
CGC118	TC	k141_123252	k141_123252_19	17063	18022	-	TC|3.A.1.7.1
CGC118	TC	k141_123252	k141_123252_20	18151	19191	-	TC|3.A.1.7.1
CGC118	STP	k141_123252	k141_123252_21	19528	21357	-	STP|SIS
CGC118	null	k141_123252	k141_123252_22	21541	22911	-	null
CGC118	TC	k141_123252	k141_123252_23	23609	24028	-	TC|3.A.2.1.1
CGC118	TC	k141_123252	k141_123252_24	24049	25431	-	TC|3.A.2.1.1
CGC118	TC	k141_123252	k141_123252_25	25458	26321	-	TC|3.A.2.1.1
CGC118	TC	k141_123252	k141_123252_26	26372	27913	-	TC|3.A.2.1.1
CGC118	TC	k141_123252	k141_123252_27	27926	28459	-	TC|3.A.2.1.1
CGC118	TC	k141_123252	k141_123252_28	28474	28944	-	TC|3.A.2.1.1
CGC118	TC	k141_123252	k141_123252_29	28995	29234	-	TC|3.A.2.1.1
CGC119	TC	k141_123742	k141_123742_1	3	560	+	TC|9.B.18.1.1
CGC119	CAZyme	k141_123742	k141_123742_2	550	1596	+	CAZyme|GT4_e3212
CGC120	STP	k141_123749	k141_123749_1	2	1213	+	STP|HMA+TC|3.A.3.5.15
CGC120	CAZyme	k141_123749	k141_123749_2	1297	2499	-	CAZyme|GT4_e672
CGC121	TC	k141_123809	k141_123809_40	40846	41985	-	TC|2.A.86.1.3
CGC121	TC	k141_123809	k141_123809_41	42163	43224	-	TC|4.D.2.1.5
CGC121	null	k141_123809	k141_123809_42	43264	43833	-	null
CGC121	TC	k141_123809	k141_123809_43	43862	44980	-	TC|4.D.1.1.3+CAZyme|GT2
CGC121	TC	k141_123809	k141_123809_44	45098	46522	-	TC|1.A.26.1.1
CGC122	CAZyme	k141_124019	k141_124019_2	133	1917	-	CAZyme|GT119+TC|2.A.103.1.3
CGC122	null	k141_124019	k141_124019_3	1939	3597	-	null
CGC122	TC	k141_124019	k141_124019_4	3717	6047	-	TC|3.A.1.122.13
CGC123	CAZyme	k141_124124	k141_124124_1	1	696	-	CAZyme|GH77_e1
CGC123	null	k141_124124	k141_124124_2	713	1531	-	null
CGC123	TC	k141_124124	k141_124124_3	1538	2473	-	TC|4.A.1.1.11
CGC124	CAZyme	k141_124278	k141_124278_2	760	1902	+	CAZyme|GT4_e1808
CGC124	CAZyme	k141_124278	k141_124278_3	1904	2623	+	CAZyme|GT2+TC|4.D.1.1.13
CGC125	CAZyme	k141_124357	k141_124357_1	3	476	-	CAZyme|GT2+TC|4.D.1.3.2
CGC125	CAZyme	k141_124357	k141_124357_2	538	1833	+	CAZyme|GT30_e0
CGC126	TC	k141_124851	k141_124851_3	2183	3151	-	TC|8.A.21.2.10
CGC126	null	k141_124851	k141_124851_4	3148	3603	-	null
CGC126	TC	k141_124851	k141_124851_5	3720	4763	-	TC|4.D.1.1.15+CAZyme|GT2
CGC127	TC	k141_125481	k141_125481_1	34	585	-	TC|9.B.105.2.4
CGC127	null	k141_125481	k141_125481_2	765	1580	-	null
CGC127	TC	k141_125481	k141_125481_3	1584	1988	-	TC|1.E.19.1.4
CGC127	CAZyme	k141_125481	k141_125481_4	2004	2831	-	CAZyme|GH25_e78
CGC128	TC	k141_125573	k141_125573_2	1578	3122	+	TC|2.A.66.1.40
CGC128	TC	k141_125573	k141_125573_3	3119	4207	+	TC|4.D.1.1.3+CAZyme|GT2
CGC129	TC	k141_125952	k141_125952_1	2	1444	+	TC|3.A.9.1.2
CGC129	CAZyme	k141_125952	k141_125952_2	1565	2962	-	CAZyme|GH89_e5
CGC130	TC	k141_126223	k141_126223_2	571	2484	+	TC|4.A.1.2.14
CGC130	CAZyme	k141_126223	k141_126223_3	2515	3930	+	CAZyme|GH1_e87+TC|8.A.49.1.1
CGC131	TC	k141_126622	k141_126622_3	1694	2806	-	TC|2.A.19.5.2
CGC131	CAZyme	k141_126622	k141_126622_4	2883	3953	-	CAZyme|GT2+TC|4.D.1.3.2
CGC132	TC	k141_126748	k141_126748_2	970	1944	-	TC|2.A.28.2.6
CGC132	CAZyme	k141_126748	k141_126748_3	2139	3080	+	CAZyme|GT2+TC|4.D.1.1.14
CGC132	null	k141_126748	k141_126748_4	3086	3649	-	null
CGC132	TC	k141_126748	k141_126748_5	3671	4036	-	TC|1.A.43.1.13
CGC133	CAZyme	k141_126945	k141_126945_1	2	1129	+	CAZyme|GT101_e0
CGC133	TC	k141_126945	k141_126945_2	1154	1597	+	TC|4.D.1.1.3+CAZyme|GT2
CGC134	CAZyme	k141_127574	k141_127574_49	45600	46577	-	CAZyme|GT2+TC|4.D.1.1.14
CGC134	null	k141_127574	k141_127574_50	46720	47652	-	null
CGC134	TC	k141_127574	k141_127574_51	48292	49047	-	TC|1.A.115.1.2
CGC134	TF	k141_127574	k141_127574_52	49335	50381	+	TF|0043758
CGC134	null	k141_127574	k141_127574_53	50392	50946	+	null
CGC134	TC	k141_127574	k141_127574_54	50991	52859	+	TC|1.A.33.1.4
CGC134	TC	k141_127574	k141_127574_55	52960	54123	+	TC|8.A.192.1.4
CGC134	null	k141_127574	k141_127574_56	54535	55995	-	null
CGC134	null	k141_127574	k141_127574_57	55995	57494	-	null
CGC134	TC	k141_127574	k141_127574_58	57508	58212	-	TC|3.A.1.132.1
CGC134	TC	k141_127574	k141_127574_59	58209	59228	-	TC|3.A.1.132.1
CGC135	TC	k141_127574	k141_127574_65	64241	65866	+	TC|2.A.21.3.21
CGC135	null	k141_127574	k141_127574_66	65969	66139	-	null
CGC135	CAZyme	k141_127574	k141_127574_67	66179	67138	-	CAZyme|CE4_e226
CGC136	TC	k141_127574	k141_127574_126	124521	125771	+	TC|1.I.1.1.3
CGC136	null	k141_127574	k141_127574_127	126048	126167	+	null
CGC136	TC	k141_127574	k141_127574_128	126364	128277	-	TC|8.A.163.1.2
CGC136	TC	k141_127574	k141_127574_129	128468	128884	-	TC|1.A.22.1.1
CGC136	null	k141_127574	k141_127574_130	129012	129176	-	null
CGC136	null	k141_127574	k141_127574_131	129249	130094	-	null
CGC136	CAZyme	k141_127574	k141_127574_132	130544	131320	-	CAZyme|CBM13_e31
CGC136	null	k141_127574	k141_127574_133	131708	132352	+	null
CGC136	TC	k141_127574	k141_127574_134	132483	133340	+	TC|2.A.119.2.1
CGC136	TC	k141_127574	k141_127574_135	133399	134991	+	TC|9.B.325.1.1
CGC137	TC	k141_127574	k141_127574_193	199040	199909	+	TC|2.A.115.1.1
CGC137	CAZyme	k141_127574	k141_127574_194	200195	201319	-	CAZyme|CE4_e292
CGC138	TC	k141_12759	k141_12759_1	1	171	+	TC|3.A.1.103.11
CGC138	TC	k141_12759	k141_12759_2	171	1385	+	TC|3.A.1.103.11
CGC138	null	k141_12759	k141_12759_3	1385	2662	+	null
CGC138	CAZyme	k141_12759	k141_12759_4	2665	6306	+	CAZyme|GT4_e2524|GT4_e614|GT4_e614
CGC138	CAZyme	k141_12759	k141_12759_5	6358	7515	+	CAZyme|GT4_e468
CGC138	CAZyme	k141_12759	k141_12759_6	7525	8517	+	CAZyme|GT4_e2310
CGC139	TC	k141_127701	k141_127701_2	474	1604	+	TC|4.D.1.1.3+CAZyme|GT2
CGC139	CAZyme	k141_127701	k141_127701_3	1631	2854	+	CAZyme|GT4_e697
CGC139	TC	k141_127701	k141_127701_4	2873	3820	+	TC|9.B.18.2.4
CGC139	CAZyme	k141_127701	k141_127701_5	3926	7324	+	CAZyme|CBM13_e203|CBM13_e31|CBM13_e31|CBM13_e31|CBM13_e31|CBM13|CBM13_e31
CGC139	CAZyme	k141_127701	k141_127701_6	7475	11104	+	CAZyme|CBM13_e31|CBM13_e31|CBM13_e235|CBM13_e203|CBM13_e31|CBM13_e338|CBM13_e31|CBM13_e103
CGC139	CAZyme	k141_127701	k141_127701_7	11176	14691	+	CAZyme|CBM13_e31|CBM13_e31|CBM13_e31|CBM13_e338|CBM13_e31|CBM13_e31|CBM13_e31|CBM13_e103
CGC139	CAZyme	k141_127701	k141_127701_8	14992	19971	+	CAZyme|GH25_e248|CBM13_e31|CBM13_e31|CBM13_e203|CBM13_e31|CBM13_e31|CBM13_e31|CBM13_e31
CGC139	TC	k141_127701	k141_127701_9	19996	21027	+	TC|9.B.97.1.2
CGC139	null	k141_127701	k141_127701_10	21207	22913	+	null
CGC139	CAZyme	k141_127701	k141_127701_11	22930	23859	+	CAZyme|GT2
CGC139	TC	k141_127701	k141_127701_12	23957	26968	+	TC|4.D.1.1.2+CAZyme|GT2|GT111_e16|GT8_e174
CGC139	TC	k141_127701	k141_127701_13	27122	27967	+	TC|3.A.1.103.6
CGC139	TC	k141_127701	k141_127701_14	27977	28765	+	TC|3.A.1.103.1
CGC139	null	k141_127701	k141_127701_15	29083	30822	+	null
CGC139	CAZyme	k141_127701	k141_127701_16	30958	35328	-	CAZyme|CBM13_e338|CBM13_e338
CGC140	TC	k141_127849	k141_127849_2	884	2086	+	TC|8.A.212.1.1
CGC140	null	k141_127849	k141_127849_3	2133	3083	+	null
CGC140	CAZyme	k141_127849	k141_127849_4	3108	5459	+	CAZyme|GH3_e165
CGC140	CAZyme	k141_127849	k141_127849_5	5488	8223	+	CAZyme|CBM67_e28|GH78_e80
CGC140	TC	k141_127849	k141_127849_6	8239	9690	+	TC|2.A.2.3.2
CGC141	TC	k141_128407	k141_128407_1	3	644	-	TC|3.E.1.5.3+STP|Response_reg+STP|Trans_reg_C+TF|Trans_reg_C
CGC141	TC	k141_128407	k141_128407_2	781	2220	-	TC|8.A.49.1.1+CAZyme|GH1_e85
CGC142	TC	k141_128702	k141_128702_1	3	662	+	TC|3.A.1.3.15
CGC142	CAZyme	k141_128702	k141_128702_2	757	1815	-	CAZyme|GH109_e7
CGC143	CAZyme	k141_129283	k141_129283_3	1130	3004	-	CAZyme|GH176
CGC143	TC	k141_129283	k141_129283_4	3077	3901	-	TC|3.A.1.1.52
CGC143	TC	k141_129283	k141_129283_5	3955	4986	-	TC|3.A.1.1.52
CGC143	TC	k141_129283	k141_129283_6	5048	6250	-	TC|3.A.1.1.52
CGC143	null	k141_129283	k141_129283_7	6380	7273	-	null
CGC143	STP	k141_129283	k141_129283_8	7623	8615	+	STP|Peripla_BP_3
CGC143	CAZyme	k141_129283	k141_129283_9	8735	10093	+	CAZyme|GH4_e14
CGC144	TC	k141_129398	k141_129398_1	1	588	+	TC|2.A.23.2.7
CGC144	CAZyme	k141_129398	k141_129398_2	681	2234	-	CAZyme|GH123_e16
CGC145	TC	k141_129587	k141_129587_1	3	1046	-	TC|2.A.1.2.88
CGC145	CAZyme	k141_129587	k141_129587_2	1333	2178	+	CAZyme|GH31_3
CGC146	CAZyme	k141_129609	k141_129609_3	832	1551	-	CAZyme|GT2
CGC146	CAZyme	k141_129609	k141_129609_4	1561	2682	-	CAZyme|GT4_e198
CGC146	TC	k141_129609	k141_129609_5	2679	3965	-	TC|3.A.1.103.5
CGC146	TC	k141_129609	k141_129609_6	3977	4843	-	TC|3.A.1.103.4
CGC146	TC	k141_129609	k141_129609_7	5184	5831	-	TC|3.A.1.3.25
CGC147	TC	k141_129844	k141_129844_1	1	309	-	TC|8.A.9.1.2
CGC147	CAZyme	k141_129844	k141_129844_2	532	1995	-	CAZyme|GH13_18
CGC147	STP	k141_129844	k141_129844_3	1988	2923	-	STP|PfkB
CGC147	TC	k141_129844	k141_129844_4	3030	4163	-	TC|3.A.1.1.28
CGC147	TC	k141_129844	k141_129844_5	4245	5078	-	TC|3.A.1.1.28
CGC147	TC	k141_129844	k141_129844_6	5095	5961	-	TC|3.A.1.1.28
CGC147	TC	k141_129844	k141_129844_7	5978	7228	-	TC|3.A.1.1.28
CGC147	CAZyme	k141_129844	k141_129844_8	7244	9409	-	CAZyme|GH36_e0
CGC148	TC	k141_129995	k141_129995_1	1	753	-	TC|4.D.1.1.15+CAZyme|GT2
CGC148	CAZyme	k141_129995	k141_129995_2	734	1213	-	CAZyme|GT11_e40
CGC149	CAZyme	k141_130452	k141_130452_7	4196	5500	-	CAZyme|GH1_e38+TC|8.A.49.1.3
CGC149	null	k141_130452	k141_130452_8	5797	7290	+	null
CGC149	CAZyme	k141_130452	k141_130452_9	7321	9525	+	CAZyme|GH2_e100
CGC149	null	k141_130452	k141_130452_10	9553	10398	+	null
